year,quarter,level,country_code,country_name,region_code,region_name,gender,age,population,NEET,conf_interval_plus_minus_NEET,percent_NEET,percent_conf_interval_plus_minus_NEET,NET,conf_interval_plus_minus_NET,percent_NET,percent_conf_interval_plus_minus_NET,NET_employment_rate,ILO_unemployed_less_6months,conf_interval_plus_minus_ILO_unemployed_less_6months,ILO_unemployed_more_6months,conf_interval_plus_minus_ILO_unemployed_more_6months,inactive_wants_a_job,conf_interval_plus_minus_inactive_wants_a_job,inactive_does_not_want_a_job,conf_interval_plus_minus_inactive_does_not_want_a_job,reason_inactive_looking_after_family_or_home,conf_interval_plus_minus_reason_inactive_looking_after_family_or_home,reason_inactive_long-term_or_temporary_sick,conf_interval_plus_minus_reason_inactive_long-term_or_temporary sick,reason_inactive_other,conf_interval_plus_minus_reason_inactive_other,percent_ILO_unemployed_less_6months,percent_conf_interval_plus_minus_ILO_unemployed_less_6months,percent_ILO_unemployed_more_6months,percent_conf_interval_plus_minus_ILO_unemployed_more_6months,percent_inactive_wants_a_job,percent_conf_interval_plus_minus_inactive_wants_a_job,percent_inactive_does_not_want_a_job,percent_conf_interval_plus_minus_inactive_does_not_want_a_job,percent_reason_inactive_looking_after_family_or_home,percent_conf_interval_plus_minus_reason_inactive_looking_after_family_or_home,percent_reason_inactive_long-term_temporary_sick,percent_conf_interval_plus_minus_reason_inactive_long-term_temporary_sick,percent_reason_inactive_other,percent_conf_interval_plus_minus_reason_inactive_other,
2018,4,Regional,E92000001 ,England,E12000005,West Midlands,All,16-24,637247,83736,15926,13.1,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000006,East of England,All,16-24,595587,56496,13003,9.5,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000007,London,All,16-24,911078,120818,22539,13.3,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000008,South East,All,16-24,898359,78657,17060,8.8,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000009,South West,All,16-24,557250,59510,13515,10.7,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,National,E92000001 ,England,,,Male,16-24,2938037,314663,32372,10.7,1.1,1348275,52165,45.9,1.8,76.7,101924,19157,64180,15302,49225,13436,99334,18920,8839,5733,62189,15068,77530,16779,32.4,5.3,20.4,4.5,15.6,4.1,31.6,5.2,2.8,1.9,19.8,4.5,24.6,4.9,
2018,4,National,E92000001 ,England,,,Female,16-24,2824378,336102,32769,11.9,1.2,1206913,50065,42.7,1.8,72.2,72319,15986,27260,9894,61798,14805,174725,24381,111944,19745,64667,15137,59912,14583,21.5,4.4,8.1,2.9,18.4,4.1,52.0,5.3,33.3,5.0,19.2,4.2,17.8,4.1,
2018,4,National,E92000001 ,England,,,All,18-24,4581299,601083,45446,13.1,1.0,2484637,67061,54.2,1.5,75.8,161606,24831,86530,18324,101990,19859,250958,30629,119927,21492,114899,21048,118121,21333,26.9,3.6,14.4,2.9,17.0,3.1,41.8,4.0,20.0,3.3,19.1,3.2,19.7,3.2,
2018,4,Regional,E92000001 ,England,E12000001,North East,All,18-24,227504,39069,10947,17.2,4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000002,North West,All,18-24,609086,83280,16367,13.7,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,18-24,477407,62608,14154,13.1,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000004,East Midlands,All,18-24,424034,49998,12649,11.8,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000005,West Midlands,All,18-24,507901,75194,15415,14.8,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000006,East of England,All,18-24,463854,52079,12648,11.2,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000007,London,All,18-24,726289,111771,22208,15.4,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000008,South East,All,18-24,691971,73282,17010,10.6,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000009,South West,All,18-24,453254,53803,13383,11.9,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,National,E92000001 ,England,,,Male,18-24,2337440,286920,31786,12.3,1.4,1311653,48069,56.1,2.1,78.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,National,E92000001 ,England,,,Female,18-24,2243859,314163,32440,14.0,1.4,1172984,46696,52.3,2.1,73.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,National,E92000001 ,England,,,All,19-24,3981538,526355,43077,13.2,1.1,2293680,62850,57.6,1.6,77.1,133797,22919,76996,17514,85844,18472,229718,29655,118492,21611,108370,20695,88700,18770,25.4,3.9,14.6,3.1,16.3,3.3,43.6,4.4,22.5,3.7,20.6,3.6,16.9,3.3,
2018,4,Regional,E92000001 ,England,E12000001,North East,All,19-24,196808,37592,10776,19.1,5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000002,North West,All,19-24,538980,71898,15457,13.3,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,19-24,417075,53013,13177,12.7,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000004,East Midlands,All,19-24,367474,45460,12181,12.4,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000005,West Midlands,All,19-24,437083,67014,14632,15.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000006,East of England,All,19-24,402056,47756,12113,11.9,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000007,London,All,19-24,640043,101590,21420,15.9,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000008,South East,All,19-24,596738,61369,15856,10.3,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,Regional,E92000001 ,England,E12000009,South West,All,19-24,385281,40663,12014,10.6,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,National,E92000001 ,England,,,Male,19-24,2027912,240347,29590,11.9,1.5,1206662,44940,59.5,2.2,80.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,4,National,E92000001 ,England,,,Female,19-24,1953626,286008,31219,14.6,1.6,1087018,43874,55.6,2.2,73.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,16,584762,21713,7657,3.7,1.3,30180,8960,5.2,1.5,28.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,17,611822,62093,13223,10.1,2.2,119165,17341,19.5,2.8,47.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,18,605652,64541,14130,10.7,2.3,201269,21570,33.2,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,19,622223,86837,17196,14.0,2.8,247614,24289,39.8,3.9,64.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,20,649060,91600,17845,14.1,2.7,334667,25616,51.6,3.9,72.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,21,694071,112133,19948,16.2,2.9,427833,26355,61.6,3.8,73.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,22,652898,115227,20085,17.6,3.1,435191,24837,66.7,3.8,73.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,23,754707,98851,19124,13.1,2.5,549342,25227,72.8,3.3,82.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,24,673155,96861,17984,14.4,2.7,508887,22008,75.6,3.3,81.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,16-17,1196584,83806,15198,7.0,1.3,149345,19682,12.5,1.6,43.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Male,16-17,632275,49679,11602,7.9,1.8,88227,14941,14.0,2.4,43.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Female,16-17,564309,34127,9792,6.0,1.7,61118,12766,10.8,2.3,44.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,16-18,1802236,148347,20591,8.2,1.1,350614,29657,19.5,1.6,57.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Male ,16-18,934385,85919,15578,9.2,1.7,197809,22023,21.2,2.4,56.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Female,16-18,867851,62428,13442,7.2,1.5,152805,19815,17.6,2.3,59.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,16-24,5848350,749856,49447,12.8,0.8,2854149,73928,48.8,1.3,73.7,196575,26655,93255,18526,159252,24071,300774,32666,138312,22474,129274,21744,192439,26383,26.2,3.2,12.4,2.4,21.2,2.9,40.1,3.5,18.4,2.8,17.2,2.7,25.7,3.1,
2018,3,Regional,E92000001 ,England,E12000001,North East,All,16-24,293216,47889,12327,16.3,4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000002,North West,All,16-24,763332,107943,18385,14.1,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,16-24,628756,90295,16288,14.4,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000004,East Midlands,All,16-24,521257,56638,13168,10.9,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000005,West Midlands,All,16-24,635530,77692,15636,12.2,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000006,East of England,All,16-24,590908,77644,15049,13.1,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000007,London,All,16-24,936652,120434,22276,12.9,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000008,South East,All,16-24,915570,105683,19785,11.5,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000009,South West,All,16-24,563130,65638,13776,11.7,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Male,16-24,2977281,339593,33919,11.4,1.1,1466161,53344,49.2,1.8,76.8,104618,19647,56425,14549,71448,16330,107101,19870,12398,6871,68514,15999,97636,19003,30.8,5.0,16.6,4.0,21.0,4.4,31.5,5.0,3.7,2.0,20.2,4.3,28.8,4.9,
2018,3,National,E92000001 ,England,,,Female,16-24,2871069,410263,35860,14.3,1.2,1387988,51205,48.3,1.8,70.4,91957,18042,36830,11531,87803,17643,193673,25700,125914,20983,60760,14748,94802,18310,22.4,4.0,9.0,2.7,21.4,3.9,47.2,4.8,30.7,4.4,14.8,3.4,23.1,4.1,
2018,3,National,E92000001 ,England,,,All,18-24,4651766,666050,47840,14.3,1.0,2704804,67380,58.1,1.4,75.4,172576,25815,85389,18335,138905,23247,269179,31891,138312,23199,115830,21283,153942,24432,25.9,3.4,12.8,2.6,20.9,3.1,40.4,3.8,20.8,3.1,17.4,2.9,23.1,3.3,
2018,3,Regional,E92000001 ,England,E12000001,North East,All,18-24,234139,45040,12168,19.2,5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000002,North West,All,18-24,608143,92592,17585,15.2,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,18-24,508192,80991,15777,15.9,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000004,East Midlands,All,18-24,415542,53305,12984,12.8,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000005,West Midlands,All,18-24,505922,74154,15732,14.7,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000006,East of England,All,18-24,466673,70015,14421,15.0,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000007,London,All,18-24,750464,102460,21135,13.7,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000008,South East,All,18-24,727268,91756,19195,12.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000009,South West,All,18-24,435422,55738,13028,12.8,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Male,18-24,2345006,289914,32515,12.4,1.4,1377934,48626,58.8,2.1,79.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Female,18-24,2306760,376136,34895,16.3,1.5,1326870,46692,57.5,2.0,71.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,All,19-24,4046114,601509,45864,14.9,1.1,2503535,62615,61.9,1.5,76.0,156720,24876,74834,17370,123247,22155,246707,30848,130497,22776,108496,20826,130961,22815,26.1,3.6,12.4,2.7,20.5,3.3,41.0,4.0,21.7,3.4,18.0,3.2,21.8,3.4,
2018,3,Regional,E92000001 ,England,E12000001,North East,All,19-24,212714,42684,11927,20.1,5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000002,North West,All,19-24,525826,81331,16733,15.5,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,19-24,436788,70011,14708,16.0,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000004,East Midlands,All,19-24,358608,50245,12615,14.0,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000005,West Midlands,All,19-24,445672,63773,14855,14.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000006,East of England,All,19-24,399395,62011,13577,15.5,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000007,London,All,19-24,669307,99514,20914,14.9,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000008,South East,All,19-24,618468,78728,18123,12.7,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,Regional,E92000001 ,England,E12000009,South West,All,19-24,379335,53213,12798,14.0,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Male,19-24,2042896,253674,30809,12.4,1.5,1268352,45326,62.1,2.2,80.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,3,National,E92000001 ,England,,,Female,19-24,2003218,347835,33706,17.4,1.7,1235183,43264,61.7,2.2,71.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,16,543643,16643,6663,3.1,1.2,21357,7514,3.9,1.4,22.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,17,642349,44289,11321,6.9,1.8,83092,14995,12.9,2.3,46.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,18,606682,55790,12841,9.2,2.1,189972,20609,31.3,3.4,70.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,19,609366,70261,14882,11.5,2.4,239585,22760,39.3,3.7,70.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,20,677305,85923,17069,12.7,2.5,311650,25562,46.0,3.8,72.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,21,704711,96747,17777,13.7,2.5,390551,25675,55.4,3.6,75.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,22,659903,101711,17896,15.4,2.7,425225,23726,64.4,3.6,76.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,23,715622,97730,18621,13.7,2.6,506812,24651,70.8,3.4,80.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,24,698598,119648,19278,17.1,2.8,532885,21767,76.3,3.1,77.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,16-17,1185992,60932,13022,5.1,1.1,104449,16716,8.8,1.4,41.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,Male,16-17,604003,43139,10820,7.1,1.8,67467,13234,11.2,2.2,36.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,Female,16-17,581989,17793,7128,3.1,1.2,36982,10100,6.4,1.7,51.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,16-18,1792674,116722,18199,6.5,1.0,294421,27329,16.4,1.5,60.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,Male ,16-18,910069,73047,14224,8.0,1.6,167763,20299,18.4,2.2,56.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,Female,16-18,882605,43675,11271,4.9,1.3,126658,18220,14.4,2.1,65.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,All,16-24,5858179,688742,46312,11.8,0.8,2701130,71674,46.1,1.2,74.5,148501,22601,103292,18923,145447,22373,291502,31266,165422,23818,133937,21491,137590,21775,21.6,3.0,15.0,2.6,21.1,3.0,42.3,3.6,24.0,3.1,19.4,2.9,20.0,2.9,
2018,2,Regional,E92000001 ,England,E12000001,North East,All,16-24,294497,47824,11976,16.2,4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,Regional,E92000001 ,England,E12000002,North West,All,16-24,789848,88627,16556,11.2,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,16-24,620277,79417,14913,12.8,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,Regional,E92000001 ,England,E12000004,East Midlands,All,16-24,523216,59698,13366,11.4,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,Regional,E92000001 ,England,E12000005,West Midlands,All,16-24,642771,75496,15453,11.7,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,Regional,E92000001 ,England,E12000006,East of England,All,16-24,592742,72787,14865,12.3,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,Regional,E92000001 ,England,E12000007,London,All,16-24,911663,121715,21276,13.4,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,Regional,E92000001 ,England,E12000008,South East,All,16-24,920048,96614,17552,10.5,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,Regional,E92000001 ,England,E12000009,South West,All,16-24,563118,46563,11506,8.3,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2018,2,National,E92000001 ,England,,,Male,16-24,2992868,331284,32540,11.1,1.1,1398698,51746,46.7,1.7,76.3,93090,18005,65834,15212,62567,14838,109793,19497,14150,7114,85233,17251,72977,15997,28.1,4.8,19.9,4.2,18.9,4.1,33.1,5.0,4.3,2.1,25.7,4.6,22.0,4.4,
