year,quarter,level,country_code,country_name,region_code,region_name,gender,age,population,NEET,conf_interval_plus_minus_NEET,percent_NEET,percent_conf_interval_plus_minus_NEET,NET,conf_interval_plus_minus_NET,percent_NET,percent_conf_interval_plus_minus_NET,NET_employment_rate,ILO_unemployed_less_6months,conf_interval_plus_minus_ILO_unemployed_less_6months,ILO_unemployed_more_6months,conf_interval_plus_minus_ILO_unemployed_more_6months,inactive_wants_a_job,conf_interval_plus_minus_inactive_wants_a_job,inactive_does_not_want_a_job,conf_interval_plus_minus_inactive_does_not_want_a_job,reason_inactive_looking_after_family_or_home,conf_interval_plus_minus_reason_inactive_looking_after_family_or_home,reason_inactive_long-term_or_temporary_sick,conf_interval_plus_minus_reason_inactive_long-term_or_temporary sick,reason_inactive_other,conf_interval_plus_minus_reason_inactive_other,percent_ILO_unemployed_less_6months,percent_conf_interval_plus_minus_ILO_unemployed_less_6months,percent_ILO_unemployed_more_6months,percent_conf_interval_plus_minus_ILO_unemployed_more_6months,percent_inactive_wants_a_job,percent_conf_interval_plus_minus_inactive_wants_a_job,percent_inactive_does_not_want_a_job,percent_conf_interval_plus_minus_inactive_does_not_want_a_job,percent_reason_inactive_looking_after_family_or_home,percent_conf_interval_plus_minus_reason_inactive_looking_after_family_or_home,percent_reason_inactive_long-term_temporary_sick,percent_conf_interval_plus_minus_reason_inactive_long-term_temporary_sick,percent_reason_inactive_other,percent_conf_interval_plus_minus_reason_inactive_other,
2012,4,National,E92000001 ,England,,,Male,16-24,3045626,413633,33289,13.6,1.1,1385169,48386,45.5,1.6,70.1,136738,20122,155010,21356,56075,13063,65810,14128,8752,5201,55992,13054,57141,13184,33.1,4.2,37.5,4.3,13.6,3.1,15.9,3.3,2.1,1.3,13.5,3.1,13.8,3.1,
2012,4,National,E92000001 ,England,,,Female,16-24,2956534,478985,33968,16.2,1.1,1329894,45862,45.0,1.6,64.0,114861,17815,66980,13718,105014,17063,192129,22725,215278,23954,33418,9746,48447,11704,24.0,3.4,14.0,2.7,21.9,3.3,40.1,3.9,44.9,3.9,7.0,2.0,10.1,2.4,
2012,4,National,E92000001 ,England,,,All,18-24,4765143,837330,46733,17.6,1.0,2630473,61064,55.2,1.3,68.2,230239,26332,212407,25341,147851,21292,246833,27214,221638,25860,83590,16120,89456,16666,27.5,2.8,25.4,2.7,17.7,2.4,29.5,2.8,26.5,2.7,10.0,1.8,10.7,1.9,
2012,4,Regional,E92000001 ,England,E12000001,North East,All,18-24,246476,47983,10643,19.5,4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000002,North West,All,18-24,651447,109964,16805,16.9,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,18-24,523941,100756,14778,19.2,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000004,East Midlands,All,18-24,429144,80765,14057,18.8,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000005,West Midlands,All,18-24,505204,107557,16716,21.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000006,East of England,All,18-24,475632,70867,13236,14.9,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000007,London,All,18-24,751639,134425,21218,17.9,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000008,South East,All,18-24,732250,117053,17455,16.0,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000009,South West,All,18-24,449410,67961,13812,15.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,National,E92000001 ,England,,,Male,18-24,2403030,380401,32695,15.8,1.4,1333123,44516,55.5,1.9,71.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,National,E92000001 ,England,,,Female,18-24,2362113,456928,33277,19.3,1.4,1297350,41919,54.9,1.8,64.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,National,E92000001 ,England,,,All,19-24,4102602,740943,44231,18.1,1.1,2435465,56472,59.4,1.4,69.6,196492,24553,178286,23442,138506,20767,227659,26323,212345,25472,81314,16026,72506,15150,26.5,2.9,24.1,2.8,18.7,2.6,30.7,3.0,28.7,3.0,11.0,2.1,9.8,2.0,
2012,4,Regional,E92000001 ,England,E12000001,North East,All,19-24,212543,44898,10180,21.1,4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000002,North West,All,19-24,566279,99189,15980,17.5,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,19-24,453371,88436,13886,19.5,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000004,East Midlands,All,19-24,373598,72025,13367,19.3,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000005,West Midlands,All,19-24,432659,95264,15746,22.0,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000006,East of England,All,19-24,396604,61283,12417,15.5,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000007,London,All,19-24,658237,120650,20344,18.3,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000008,South East,All,19-24,626508,98922,16157,15.8,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,Regional,E92000001 ,England,E12000009,South West,All,19-24,382802,60277,13256,15.7,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,National,E92000001 ,England,,,Male,19-24,2075900,328151,30804,15.8,1.5,1232957,41467,59.4,2.0,73.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,4,National,E92000001 ,England,,,Female,19-24,2026702,412792,31563,20.4,1.6,1202507,38498,59.3,1.9,65.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,16,614407,26463,7770,4.3,1.3,47265,10199,7.7,1.7,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,17,640157,81618,13320,12.7,2.1,131586,16139,20.6,2.5,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,18,638167,94993,15017,14.9,2.4,226081,20178,35.4,3.2,58.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,19,668199,110462,16917,16.5,2.5,275090,22413,41.2,3.4,59.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,20,709974,162522,20529,22.9,2.9,395020,24276,55.6,3.4,58.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,21,703324,148574,19735,21.1,2.8,460591,22984,65.5,3.3,67.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,22,696917,153709,19802,22.1,2.8,489160,21847,70.2,3.1,68.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,23,673275,128659,18230,19.1,2.7,486277,20767,72.2,3.1,73.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,24,701109,130453,18257,18.6,2.6,521830,20466,74.4,2.9,75.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,16-17,1254564,108082,15517,8.6,1.2,178851,19335,14.3,1.5,39.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Male,16-17,643743,64762,11984,10.1,1.9,101555,14522,15.8,2.3,36.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Female,16-17,610821,43320,9847,7.1,1.6,77297,12754,12.7,2.1,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,16-18,1892731,203075,21483,10.7,1.1,404932,28467,21.4,1.5,49.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Male ,16-18,969353,117741,16361,12.1,1.7,220311,20989,22.7,2.2,46.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Female,16-18,923378,85334,13924,9.2,1.5,184622,19229,20.0,2.1,53.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,16-24,6045529,1037453,50608,17.2,0.8,3032901,67113,50.2,1.1,65.8,264097,27435,254569,26958,197619,23868,321168,30105,268516,27653,99199,17052,151072,20952,25.5,2.4,24.5,2.3,19.0,2.1,31.0,2.5,25.9,2.4,9.6,1.6,14.6,1.9,
2012,3,Regional,E92000001 ,England,E12000001,North East,All,16-24,308882,65322,12315,21.1,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000002,North West,All,16-24,826449,144783,18473,17.5,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,16-24,646094,132213,16549,20.5,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000004,East Midlands,All,16-24,533406,83054,14666,15.6,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000005,West Midlands,All,16-24,665997,139895,18079,21.0,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000006,East of England,All,16-24,597514,87397,14532,14.6,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000007,London,All,16-24,956955,164146,22552,17.2,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000008,South East,All,16-24,936588,135577,18032,14.5,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000009,South West,All,16-24,573644,85065,14933,14.8,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Male,16-24,3049273,476172,35236,15.6,1.2,1552246,48526,50.9,1.6,69.3,149077,20931,167885,22140,67019,14232,92190,16621,16638,7151,62112,13712,80460,15558,31.3,3.8,35.3,3.9,14.1,2.9,19.4,3.2,3.5,1.5,13.0,2.8,16.9,3.1,
2012,3,National,E92000001 ,England,,,Female,16-24,2996256,561281,36221,18.7,1.2,1480655,46413,49.4,1.5,62.1,115020,17836,86684,15560,130599,18954,228978,24663,251878,25759,37087,10264,70612,14082,20.5,2.9,15.4,2.6,23.3,3.1,40.8,3.6,44.9,3.6,6.6,1.8,12.6,2.4,
2012,3,National,E92000001 ,England,,,All,18-24,4790965,929371,48688,19.4,1.0,2854050,60427,59.6,1.3,67.4,226354,26124,226950,26157,181069,23481,294999,29598,260224,27906,96442,17293,119401,19195,24.4,2.5,24.4,2.5,19.5,2.3,31.7,2.7,28.0,2.6,10.4,1.8,12.8,2.0,
2012,3,Regional,E92000001 ,England,E12000001,North East,All,18-24,243552,58343,11516,24.0,4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000002,North West,All,18-24,653663,129602,17520,19.8,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,18-24,517335,119088,15863,23.0,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000004,East Midlands,All,18-24,413272,75865,14313,18.4,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000005,West Midlands,All,18-24,524663,122238,17157,23.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000006,East of England,All,18-24,460042,75401,13719,16.4,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000007,London,All,18-24,781331,151310,21966,19.4,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000008,South East,All,18-24,741402,123543,17615,16.7,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000009,South West,All,18-24,455705,73981,14571,16.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Male,18-24,2405530,411410,33622,17.1,1.4,1450692,43688,60.3,1.8,71.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Female,18-24,2385435,517961,35031,21.7,1.5,1403358,41815,58.8,1.8,63.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,All,19-24,4152798,834378,46416,20.1,1.1,2627969,55840,63.3,1.3,68.3,194527,24478,200735,24846,166145,22702,272972,28707,249732,27540,91302,16987,98082,17591,23.3,2.6,24.1,2.7,19.9,2.5,32.7,2.9,29.9,2.8,10.9,1.9,11.8,2.0,
2012,3,Regional,E92000001 ,England,E12000001,North East,All,19-24,215564,52136,10851,24.2,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000002,North West,All,19-24,570020,116356,16588,20.4,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,19-24,446686,106479,15018,23.8,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000004,East Midlands,All,19-24,357187,67865,13647,19.0,3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000005,West Midlands,All,19-24,448884,108296,16199,24.1,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000006,East of England,All,19-24,398150,64901,12852,16.3,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000007,London,All,19-24,695948,144171,21518,20.7,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000008,South East,All,19-24,628960,106105,16509,16.9,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,Regional,E92000001 ,England,E12000009,South West,All,19-24,391398,68069,14273,17.4,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Male,19-24,2079920,358431,31746,17.2,1.5,1331935,40339,64.0,1.9,73.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,3,National,E92000001 ,England,,,Female,19-24,2072878,475947,33608,23.0,1.6,1296033,38681,62.5,1.9,63.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,16,631981,36951,9060,5.8,1.4,52396,10648,8.3,1.7,29.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,17,630023,61323,11680,9.7,1.9,97832,14272,15.5,2.3,37.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,18,654306,104140,15426,15.9,2.4,216140,19832,33.0,3.0,51.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,19,664435,103587,16438,15.6,2.5,267759,22226,40.3,3.3,61.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,20,705738,123593,17702,17.5,2.5,346751,23285,49.1,3.3,64.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,21,700873,128529,17961,18.3,2.6,411856,22847,58.8,3.3,68.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,22,701516,144616,18901,20.6,2.7,474935,21849,67.7,3.1,69.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,23,703775,145500,18641,20.7,2.6,520671,20195,74.0,2.9,72.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,24,679218,133041,17700,19.6,2.6,491456,19946,72.4,2.9,72.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,All,16-17,1262004,98274,14781,7.8,1.2,150228,17862,11.9,1.4,34.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2012,2,National,E92000001 ,England,,,Male,16-17,644761,59135,11449,9.2,1.8,87649,13595,13.6,2.1,32.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
